,0
0,0.83160001039505
1,0.866599977016449
2,0.885699987411499
3,0.8899000287055969
4,0.8934000134468079
5,0.8998000025749207
6,0.9041000008583069
7,0.904699981212616
8,0.9082000255584717
9,0.9063000082969666
10,0.9093999862670898
11,0.913100004196167
12,0.9157999753952026
13,0.9089999794960022
14,0.9132999777793884
15,0.9157999753952026
16,0.9174000024795532
17,0.9182000160217285
18,0.9139999747276306
19,0.9139000177383423
