,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
0,0.5844660401344299,0.3800623118877411,0.27950310707092285,0.22499999403953552,0.3129032254219055,0.2441583275794983,0.3217179775238037,0.3521951138973236,0.43009868264198303,0.3878231942653656
1,0.5996860265731812,0.45071542263031006,0.3171936869621277,0.23942969739437103,0.5471014380455017,0.3673139214515686,0.45877379179000854,0.4770186245441437,0.5588235259056091,0.3696524202823639
2,0.5519013404846191,0.4339274764060974,0.3341708481311798,0.3226836919784546,0.41484716534614563,0.3900226652622223,0.4887063801288605,0.49902912974357605,0.4966641962528229,0.5046728849411011
3,0.500414252281189,0.5517241358757019,0.3684210479259491,0.3826219439506531,0.3734353184700012,0.375545859336853,0.4920071065425873,0.5169409513473511,0.5274621248245239,0.4863676428794861
4,0.4548587203025818,0.45899632573127747,0.32663315534591675,0.33063584566116333,0.560606062412262,0.4402777850627899,0.4142773449420929,0.4666166603565216,0.8441176414489746,0.5660377144813538
5,0.5696721076965332,0.612868070602417,0.42015209794044495,0.3661137521266937,0.45824846625328064,0.4520367980003357,0.4252873659133911,0.568647563457489,0.644859790802002,0.45435091853141785
6,0.5642397999763489,0.5296000242233276,0.42627736926078796,0.3595724105834961,0.442748099565506,0.5320512652397156,0.44541484117507935,0.622474730014801,0.44035184383392334,0.550834596157074
7,0.6842105388641357,0.6306620240211487,0.5874999761581421,0.3657505214214325,0.4292865991592407,0.38735464215278625,0.39494064450263977,0.5194489359855652,0.6080843806266785,0.47452470660209656
8,0.661266565322876,0.6521196961402893,0.4074626863002777,0.3907734155654907,0.4217970073223114,0.43058350682258606,0.5989189147949219,0.4917910397052765,0.6136363744735718,0.45196646451950073
9,0.626423716545105,0.7005141377449036,0.46206897497177124,0.3684210479259491,0.4527363181114197,0.5526315569877625,0.403075248003006,0.4552948772907257,0.6186736226081848,0.5805500745773315
10,0.5170015692710876,0.6252484917640686,0.4481012523174286,0.3778857886791229,0.4933481216430664,0.43399810791015625,0.49637681245803833,0.6336633563041687,0.6026315689086914,0.6344239115715027
11,0.6768115758895874,0.6077872514724731,0.3544217646121979,0.3650793731212616,0.5348837375640869,0.40705129504203796,0.4833776652812958,0.6801075339317322,0.7081891298294067,0.5839999914169312
12,0.5156494379043579,0.545258641242981,0.43530702590942383,0.4199395775794983,0.6445395946502686,0.45951220393180847,0.4747280776500702,0.5970296859741211,0.7468706369400024,0.5606995820999146
13,0.6167883276939392,0.6273353099822998,0.5147313475608826,0.3708851635456085,0.6565656661987305,0.49139073491096497,0.46144577860832214,0.5384615659713745,0.5332437753677368,0.640625
14,0.5576756000518799,0.6201550364494324,0.4740932583808899,0.43653249740600586,0.5488165616989136,0.48335015773773193,0.5605198740959167,0.5043227672576904,0.7377892136573792,0.48312076926231384
15,0.6444981694221497,0.667382001876831,0.4150579273700714,0.3525264263153076,0.5232558250427246,0.4308510720729828,0.5230215787887573,0.614745557308197,0.6815869808197021,0.5848126411437988
16,0.570974588394165,0.5674028992652893,0.4577464759349823,0.41196778416633606,0.5210356116294861,0.532951295375824,0.565664529800415,0.5716783404350281,0.5466760993003845,0.7095652222633362
17,0.530468761920929,0.6475095748901367,0.5226960182189941,0.3857913613319397,0.5455650091171265,0.49640288949012756,0.5911552309989929,0.5903284549713135,0.6608695387840271,0.6121147871017456
18,0.5816134810447693,0.6365482211112976,0.49924585223197937,0.41511771082878113,0.57201087474823,0.4827945828437805,0.5507358908653259,0.5359765291213989,0.6676082611083984,0.5930776596069336
19,0.6235418915748596,0.6126050353050232,0.4172297418117523,0.422096312046051,0.5477815866470337,0.4684772193431854,0.5214034914970398,0.6314678192138672,0.7064881324768066,0.5998033285140991
