,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
0,0.3009999990463257,0.3659999966621399,0.04500000178813934,0.008999999612569809,0.48500001430511475,0.5120000243186951,0.3970000147819519,0.3610000014305115,0.5230000019073486,0.4650000035762787
1,0.38199999928474426,0.5669999718666077,0.32100000977516174,0.4869999885559082,0.1509999930858612,0.22699999809265137,0.4339999854564667,0.3840000033378601,0.5130000114440918,0.5529999732971191
2,0.5370000004768372,0.7059999704360962,0.26600000262260437,0.40400001406669617,0.3799999952316284,0.1720000058412552,0.47600001096725464,0.5139999985694885,0.6700000166893005,0.3240000009536743
3,0.6039999723434448,0.4959999918937683,0.19599999487400055,0.25099998712539673,0.5370000004768372,0.3440000116825104,0.5540000200271606,0.5339999794960022,0.5569999814033508,0.5529999732971191
4,0.6600000262260437,0.75,0.38999998569488525,0.28600001335144043,0.1850000023841858,0.31700000166893005,0.7080000042915344,0.621999979019165,0.28700000047683716,0.23999999463558197
5,0.5559999942779541,0.5619999766349792,0.22100000083446503,0.3089999854564667,0.44999998807907104,0.3440000116825104,0.703000009059906,0.5550000071525574,0.6209999918937683,0.6370000243186951
6,0.5270000100135803,0.6620000004768372,0.2919999957084656,0.3700000047683716,0.4059999883174896,0.16599999368190765,0.7139999866485596,0.49300000071525574,0.8009999990463257,0.3630000054836273
7,0.42899999022483826,0.5429999828338623,0.14100000262260437,0.17299999296665192,0.34299999475479126,0.5329999923706055,0.7649999856948853,0.640999972820282,0.6919999718666077,0.6240000128746033
8,0.4490000009536743,0.5230000019073486,0.27300000190734863,0.2879999876022339,0.5070000290870667,0.42800000309944153,0.5540000200271606,0.6589999794960022,0.675000011920929,0.7009999752044678
9,0.550000011920929,0.5450000166893005,0.2680000066757202,0.2590000033378601,0.45500001311302185,0.27300000190734863,0.734000027179718,0.7179999947547913,0.7089999914169312,0.5910000205039978
10,0.6690000295639038,0.6290000081062317,0.3540000021457672,0.3109999895095825,0.4449999928474426,0.4569999873638153,0.6850000023841858,0.5759999752044678,0.6869999766349792,0.44600000977516174
11,0.46700000762939453,0.6399999856948853,0.5210000276565552,0.2529999911785126,0.39100000262260437,0.5080000162124634,0.7269999980926514,0.5059999823570251,0.6140000224113464,0.5839999914169312
12,0.6589999794960022,0.7590000033378601,0.3970000147819519,0.27799999713897705,0.3009999990463257,0.47099998593330383,0.7419999837875366,0.6029999852180481,0.5370000004768372,0.5450000166893005
13,0.5070000290870667,0.6380000114440918,0.296999990940094,0.5070000290870667,0.19499999284744263,0.3709999918937683,0.765999972820282,0.671999990940094,0.7940000295639038,0.492000013589859
14,0.6430000066757202,0.6399999856948853,0.3659999966621399,0.28200000524520874,0.3709999918937683,0.4790000021457672,0.6899999976158142,0.699999988079071,0.5740000009536743,0.6439999938011169
15,0.5329999923706055,0.621999979019165,0.4300000071525574,0.30000001192092896,0.36000001430511475,0.5669999718666077,0.7269999980926514,0.5920000076293945,0.6700000166893005,0.5929999947547913
16,0.5389999747276306,0.7450000047683716,0.38999998569488525,0.3580000102519989,0.4830000102519989,0.3720000088214874,0.7149999737739563,0.6539999842643738,0.7730000019073486,0.40799999237060547
17,0.6790000200271606,0.6759999990463257,0.3799999952316284,0.42899999022483826,0.4490000009536743,0.414000004529953,0.6549999713897705,0.6470000147819519,0.6840000152587891,0.5759999752044678
18,0.6200000047683716,0.6269999742507935,0.3310000002384186,0.33500000834465027,0.42100000381469727,0.46299999952316284,0.7110000252723694,0.7300000190734863,0.7089999914169312,0.6340000033378601
19,0.5879999995231628,0.7289999723434448,0.49399998784065247,0.2980000078678131,0.32100000977516174,0.4830000102519989,0.7429999709129333,0.5979999899864197,0.6859999895095825,0.6100000143051147
