,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
0,0.4611528813838959,0.5159388780593872,0.34500396251678467,0.3663893938064575,0.45477038621902466,0.42140471935272217,0.5753164887428284,0.5401729941368103,0.4516429603099823,0.4737105667591095
1,0.45945945382118225,0.5603448152542114,0.37894734740257263,0.36248263716697693,0.4494815468788147,0.3987863063812256,0.5698729753494263,0.5910255908966064,0.513312041759491,0.5072197318077087
2,0.4553423225879669,0.5290287137031555,0.3336845934391022,0.3696932792663574,0.45650047063827515,0.43328621983528137,0.5842626690864563,0.670853316783905,0.5297029614448547,0.5421450138092041
3,0.4288908839225769,0.5981594920158386,0.34211477637290955,0.3680426776409149,0.45426324009895325,0.3969697058200836,0.5549065470695496,0.6734082102775574,0.5339540243148804,0.574455201625824
4,0.43372389674186707,0.5598400235176086,0.3923647999763489,0.37791410088539124,0.43926942348480225,0.402572363615036,0.5775887966156006,0.5523973107337952,0.6196358799934387,0.5279912352561951
5,0.4215110242366791,0.5532276630401611,0.4319179952144623,0.3629358410835266,0.45725175738334656,0.42824074625968933,0.6819187998771667,0.5735735893249512,0.4911138713359833,0.486607164144516
6,0.49501311779022217,0.5619266629219055,0.3833918571472168,0.33415406942367554,0.47510164976119995,0.43502822518348694,0.6166828870773315,0.5481481552124023,0.5616873502731323,0.4986036717891693
7,0.45315802097320557,0.5533108711242676,0.38984471559524536,0.3402043282985687,0.4641288220882416,0.4113190472126007,0.5459704399108887,0.6872111558914185,0.54845130443573,0.541724443435669
8,0.473278671503067,0.5523648858070374,0.4297323226928711,0.3545801341533661,0.3973780870437622,0.39486223459243774,0.5541200041770935,0.6467730402946472,0.5492520928382874,0.5703309774398804
9,0.43453171849250793,0.5323624610900879,0.3642257750034332,0.37206530570983887,0.48406022787094116,0.4417651295661926,0.5950670838356018,0.6587558388710022,0.4927317798137665,0.5647668242454529
10,0.4379923343658447,0.5791962146759033,0.3556642532348633,0.36872172355651855,0.5130434632301331,0.40606963634490967,0.5653585195541382,0.6546990871429443,0.5488319396972656,0.5351648330688477
11,0.4727272689342499,0.5990189909934998,0.36562439799308777,0.37064069509506226,0.4120370149612427,0.4306603968143463,0.5708370208740234,0.6222076416015625,0.5239375829696655,0.5714285373687744
12,0.4338952898979187,0.6023142337799072,0.3609108328819275,0.39749404788017273,0.45098960399627686,0.45427584648132324,0.562863826751709,0.6106821298599243,0.5038920640945435,0.5390775799751282
13,0.4520167112350464,0.6075553894042969,0.3635319173336029,0.33617833256721497,0.5022733211517334,0.4142167866230011,0.7078477144241333,0.6028800010681152,0.4916229248046875,0.5507657527923584
14,0.4792557656764984,0.5367047190666199,0.4123063385486603,0.342316597700119,0.4569377601146698,0.39789915084838867,0.6013985872268677,0.5997490286827087,0.5700768232345581,0.5372970104217529
15,0.45478156208992004,0.5844776034355164,0.41056638956069946,0.3659524917602539,0.3868280053138733,0.40630996227264404,0.5990037322044373,0.6166394948959351,0.5763930678367615,0.5678362846374512
16,0.47820672392845154,0.5822182297706604,0.3787510395050049,0.29404690861701965,0.4750499129295349,0.4144609570503235,0.6213210821151733,0.6165315508842468,0.6572898626327515,0.583458662033081
17,0.467707097530365,0.5292538404464722,0.40580984950065613,0.3481561839580536,0.4427907168865204,0.3813306987285614,0.6257095336914062,0.614299476146698,0.5959158539772034,0.5799522399902344
18,0.47394058108329773,0.5697640180587769,0.3774411976337433,0.34584835171699524,0.4946461021900177,0.422956645488739,0.5670498013496399,0.6053639650344849,0.5348837375640869,0.5649031400680542
19,0.41446399688720703,0.5235574841499329,0.4036898612976074,0.3530947268009186,0.44888368248939514,0.44100120663642883,0.6268557906150818,0.6642573475837708,0.5684333443641663,0.5064201354980469
